var,coef,word frequency
gateshead,-0.419220887,23
focussing,0.118664867,49
cultivate,-0.140502685,18
promoted,-0.366576994,34
34,0.074090295,22
asians,-0.758509783,15
contribution,0.475978047,58
golden,-0.338925978,21
subsidised,-0.006867026,30
suffering,-0.612373196,30
financial,-0.453457857,149
illuminate,-0.699608076,16
interactions,-0.817281485,24
"
it",-0.220957406,57
holistic,-0.388812886,31
view,-0.411987641,107
conjunction,0.271227075,25
lectures,0.427404451,23
q&a’s,-0.403757274,16
"


",-0.535722727,19
evolved,0.228725916,12
futures,0.160099123,32
progressive,-0.519510085,14
imagining,-0.940657279,21
guiding,0.318670978,22
analyse,0.290115978,14
tropes,0.886479943,18
male,-0.270951086,100
examine,-0.203393437,65
"
through",0.367235648,16
filmmaker,0.274271158,28
prospective,0.225732379,15
equal,-0.35894489,39
aspiration,-0.025153875,22
shadow,-0.164273436,33
show’s,0.517399478,40
tested,0.39304375,55
comprising,-0.096580224,38
provided,-0.159660876,86
slung,-0.570600463,13
opens,-0.442718417,27
sarah,0.308286863,53
textile,0.733200525,36
sewing,-0.860975134,13
sculptures,0.196999247,98
upcoming,-0.449993244,28
travel,0.120509514,100
"
in",0.316039367,21
forces,-0.312045872,28
directing,0.257978151,33
officer,1.138016527,23
started,0.787726688,49
football,-0.830169693,48
felt,-0.642441921,32
desperate,-0.088732974,13
somewhere,0.456403563,13
belong,0.175651118,15
contrast,0.50367049,13
epic,0.57648535,34
giant,0.159422453,37
patient,0.046647741,11
responses,-0.167394081,126
cancer,-0.323342807,42
graphic,0.027422092,89
katie,0.804775163,18
metaphor,0.205689653,21
interpretation,0.045667677,48
familiar,-0.477487431,50
mastered,0.079320908,18
ultimate,-0.564250653,14
sets,-0.293732288,43
neutral,0.00773174,16
intermediate,0.143069234,12
contributing,0.473832837,43
articles,0.058448175,13
intended,0.505990825,23
complement,0.025140507,21
prize,-0.549335951,79
"uk
",-0.821916642,17
castle,0.323602101,28
ago,0.509482374,24
residential,-0.547027327,31
anne,0.314521744,18
carol,-0.549076615,12
sam,0.248974308,34
shed,0.0095117,19
feed,-0.294964576,52
actor,0.492294664,91
classes,0.303764825,130
marketer,-0.558140188,14
kala,-0.325979899,18
sangam,-0.377307063,18
callum,-0.424278495,14
holt,-0.640224762,13
grimsby,0.149581377,26
10000,0.194392492,14
whether,0.394284936,42
models,0.142032512,96
principal,0.038115441,14
speakers,-0.475111414,53
bid,-0.029357005,65
workshopped,-0.014447782,12
remotely,-0.302034963,11
card,-0.123021257,12
crafts,-0.042171386,61
legends,-0.578280723,24
gods,-0.336199421,12
passionate,0.248738435,25
seminars,0.375143246,26
county,0.045514946,63
sponsorship,-0.55438421,14
advance,0.298966227,41
tv,-0.74052885,49
placing,-0.882744626,21
"audience
",-0.089925462,30
jones,-0.233954733,26
vic,-0.174076178,26
thinking,-0.365802241,57
300,-0.144180607,54
deli,0.005887769,20
arms,0.723849828,13
finishing,-1.011720774,14
doing,-0.247654577,51
dementia,0.377352768,107
hand,-0.26397753,66
latinx,0.604150642,36
queerness,-1.040093488,43
fall,0.009393467,17
tête,-0.499622771,14
phd,1.085160059,21
originally,-0.212176364,43
"london
",0.83336074,25
speaks,0.382563025,18
anna,0.671050022,32
peterborough,0.87327044,22
influencing,0.301002173,11
poor,0.424350625,35
elevate,0.34652919,38
lovers,0.508092191,26
names,0.066057006,25
27,-0.604982262,23
practise,0.042961403,21
solid,-0.109850279,17
2015,-0.154644343,22
package,0.25980166,52
element,0.792968563,69
publicity,0.283645096,22
2023/24,-1.265929082,15
sept,-0.213669889,44
workshops;,-0.139962978,33
ahead,0.386744179,43
underprivileged,-0.951922513,13
bme,0.091828307,11
extends,-0.081773937,14
cabaret,0.462553816,84
afield,0.160809478,18
internalised,0.403248236,12
rarely,0.044382788,50
lincoln,-0.382568238,19
poole,0.106554241,20
hampshire,-0.758804615,20
captioned,0.660620231,35
"venue
",0.403691504,12
graduate,-0.117699201,24
prison,0.48803451,51
mastering,0.308670248,20
scheduled,0.437960045,22
spread,0.360593086,47
educate,0.075518603,76
rhythm,0.024114475,21
"deliver
",-0.66626575,17
rights,-0.657816929,69
"students
",0.653291933,12
pa,0.160861131,35
list,0.152294909,32
wow,0.584650209,11
"online
",0.613049149,19
longterm,-0.138971611,11
medieval,-0.402755398,19
cornish,-0.421827315,38
banners,0.058736135,15
choreographed,-0.137978552,23
expressive,0.556511056,17
finale,-0.120953537,33
separately,0.415237695,16
viability,-0.711755056,24
motherhood,-0.190832086,36
pound,0.183640546,16
sequences,-0.73637983,18
palestinian,-0.141900437,22
alien,0.060704347,12
fictional,-0.923194025,26
avatar,-0.184791737,11
performance;,0.039483242,13
prioritising,0.658504657,14
reached,0.348293813,29
autistic,0.859485823,40
myself,-0.354644343,178
miles,0.23676126,23
applications,-0.16701633,26
introduced,-0.787066867,23
30s,0.540141685,13
point,-0.215004005,116
appreciation,1.159770202,20
greek,-0.114008369,28
anthology,-0.501111173,51
remain,0.899065722,37
construction,-0.925000773,22
differences,0.266334339,20
reflection,0.011070379,52
etc,-0.157739686,90
depicting,-0.161013424,23
stimulus,-0.186908125,17
gather,0.236679588,84
concerns,-0.237525908,45
bright,-0.397311301,15
multimedia,-0.363329968,61
empowerment,-0.265775752,30
image,-0.805688309,144
misogyny,-0.330387424,16
size,0.624686331,36
strings,0.196222474,20
respect,0.351299161,19
remaining,-0.099715907,26
proud,-0.130027678,18
tests,0.22460175,17
worker,-0.032696743,31
representative,0.227007128,55
merseyside,0.948056667,15
equipment,0.824002091,131
beat,0.372125562,20
vocal,0.267732578,69
childcare,-0.734439214,13
engineer,-0.533746883,28
booked,1.076484949,20
"sessions
",0.045963182,19
helen,-0.619375127,34
funders,-0.573213333,28
member,-0.639329872,64
winter,-0.975691562,54
22/23,-0.322827697,13
prompt,-0.151310451,11
graffiti,0.734712078,29
integrate,0.561770625,57
gap,-0.074011852,68
routes,-0.478586551,36
inspirational,-0.041641354,36
stay,-0.578095655,18
raised,1.527650558,45
funk,0.349716107,11
monologues,0.307193529,42
roman,-0.182993874,26
spotlight,-1.282044083,22
vast,-0.210922301,14
headline,-0.471069615,49
interpreter,-0.389620194,17
details,-0.380057372,25
coventry,0.392598003,53
backdrop,0.09945926,29
binaural,0.675331289,20
countryside,-0.32509375,18
empathy,0.134459405,33
tap,-0.168691299,19
organ,-0.477058003,24
suicide,0.143201478,36
resonate,-0.301379181,27
iteration,-0.327264985,46
onstage,1.219650407,19
convention,-0.102319027,12
multidisciplinary,-0.004200316,60
blm,0.198653109,11
stand,0.111764866,56
slow,-1.168676163,17
feat,-0.64033383,15
wild,-0.327425925,61
setting,-0.008860459,145
secret,0.478816718,25
things,-0.969004774,69
foot,0.194503651,14
puppeteers,-0.490561506,12
approx,-0.678991172,30
5000,0.323688824,16
scientific,0.041816594,23
suffolk,-0.493382905,36
proper,0.273818223,13
type,0.081072376,47
architecture,-0.357034445,23
choices,0.036459395,21
decide,0.039568814,15
viewing,0.553512867,24
split,-0.037514811,21
sent,-0.260557986,28
collectors,-0.724701178,12
associated,-0.704802105,62
environmentalism,-0.608355882,14
wearable,-0.453130448,23
plant,0.566655318,20
effect,-0.235613194,33
commentary,-0.23002726,13
18th,-0.191482475,23
yoga,0.099614051,16
autonomy,-0.159602902,22
widen,0.324662465,80
thanet,0.363449391,18
remains,0.225339566,24
bandstand,-0.834203454,16
investment,0.285274448,68
crucial,-0.2076229,66
growth,0.356266891,105
transitions,0.161440891,12
respected,0.861981231,16
ambitions,0.293042067,54
company’s,-1.12513697,22
brewhouse,-0.026762655,17
anderson,-0.127485673,13
taunton,-0.585777993,21
edit,0.086490443,32
significance,-0.318906862,40
coffee,-0.279210291,21
until,0.863194584,53
becomes,-0.978195039,36
problem,0.297058076,29
exposing,0.548193404,16
poster,-0.66040383,20
pan,0.040962002,20
phones,-0.320173044,14
easily,-0.606438658,32
hot,-0.343253527,23
slavery,0.410773157,15
mary,-0.332385976,60
faced,0.03212475,60
overwhelmingly,-0.076322596,12
difficult,-0.0950136,65
hire,-0.117645209,64
havent,0.275754645,11
wake,0.678375351,15
k,-0.039533305,11
increases,-0.411774968,17
rise,-0.175931429,40
hate,-0.587318087,18
sisters,-0.051850787,19
double,0.947127241,50
electronics,0.054813788,14
trumpet,-0.981414845,14
safety,0.921793406,40
happiness,0.564250039,15
entering,-0.328542126,17
third,-0.306139493,52
britten,0.259630853,21
pears,-1.040497116,14
applied,-0.106340239,21
legendary,0.649989073,13
environmentally,0.698470658,45
wardrobe,-0.131501968,21
arena,0.346023876,24
topical,1.123868283,19
canada,-0.248936759,18
von,0.389409798,11
generating,-0.009036087,48
domestic,-0.515909855,77
consulted,-0.303932228,14
massive,-0.051367632,14
identified,0.214572504,134
matched,-0.561204706,11
coach,0.069723905,27
submissions,0.009240423,24
"
for",0.335388852,13
amount,-0.387356463,11
momentum,-0.269730546,40
resilient,0.613322414,33
"
this",0.193877301,102
happen,-0.273426938,37
oral,0.07758639,48
"process
",0.635389199,17
sd,-0.081189781,20
initiate,0.182396946,16
@,0.056693616,204
feast,0.149406631,11
struggle,-0.705527863,50
friday,-0.526525022,19
nurture,-0.333250583,78
housed,0.193331097,16
adventures,-0.395687994,22
thought,-0.420711882,66
era,-0.006257871,30
elizabeth,-0.041777669,14
translating,0.681057695,11
resulted,-0.362138117,15
advertise,0.405010732,14
afford,-0.710047249,26
economically,-0.557258671,30
“a,0.116406269,25
duet,0.186949148,35
centring,0.210096979,26
marginalisation,0.067263795,15
impaired,0.276035306,56
vip,-0.03984943,11
gaze,-1.035139999,12
coverage,-0.19487677,19
sometimes,-1.052659866,15
sharp,0.277138629,14
wooden,0.196557474,14
signs,-0.053297652,16
submitted,-0.33037267,14
harrison,-0.094978365,12
booth,0.206994015,16
discussing,-0.300954823,27
portland,0.458507033,11
serve,-0.382869417,57
britain’s,0.774267719,23
macbeth,-0.230355736,17
culmination,0.416404568,32
rnd,-0.459007484,19
learnt,0.498170626,25
tracks,-0.274679943,60
videographer,0.366891657,18
quartet,-0.980673407,26
podcasts,-0.054094163,78
vi,-0.147866742,39
tutorials,0.462875019,20
guidance,-0.042665681,68
politics,-0.117159053,63
does,-0.201224722,41
faceted,-0.650606471,11
"including
",-0.179166098,15
suite,0.009205217,24
directory,-0.368277058,13
submit,0.127170928,26
consultations,-0.129288542,25
congolese,1.056573297,14
mile,0.552214654,12
witness,-0.364597707,32
continuing,-0.045723992,68
arc,-0.607316355,27
stockton,0.901301665,22
maltings,0.712358854,11
bedford,0.082187806,27
hosting,0.184132394,72
neurodivergence,-0.500569217,11
spend,0.02134761,67
researching,-1.569897946,44
immersed,-0.153468286,15
releasing,0.03923866,15
latin,0.003413047,50
american,-0.539516232,53
pianist,-0.401740087,20
latest,-0.506144252,20
la,0.098294467,54
features,-0.51767254,102
proposal,0.596519651,33
actions,-0.01423692,24
ghosts,0.380797871,15
gone,0.121330876,18
always,-0.548783452,44
existed,-0.436043425,12
asset,0.790671033,21
remove,0.471752414,37
schools;,0.789924519,14
christmas,0.173999161,61
"space
",-0.427724812,22
theyll,-0.066145462,19
intimate,0.428784075,59
tale,0.180135444,59
bird,-1.003568638,12
movements,-0.135515588,35
nightlife,-0.627995091,14
advocacy,-0.862585606,22
rework,-0.008221099,16
adding,0.196057076,45
liaise,-0.544827421,12
elephant,0.668970632,17
blends,0.414664186,12
skilled,0.698488095,72
spreading,-0.724185098,13
x3,-0.62250389,15
pupil,-0.303468781,13
plot,0.745251998,17
x1,0.242592523,27
"feedback
",0.015192463,15
violent,-0.882172611,16
anti,-0.368524151,53
rewrites,-0.29077796,11
minded,-0.079903432,12
proximity,0.367255905,11
communal,0.822776194,50
wear,-0.33663092,19
hiring,0.243427572,16
isn’t,0.082937374,12
average,-0.015257188,25
installed,0.310012711,35
matthew,0.857153403,15
add,-0.164179556,71
ceremony,0.663081343,13
commonwealth,0.035867657,18
indigenous,-0.360037426,27
stimulate,0.976561574,41
gate,0.178401978,16
visceral,-0.359534941,15
empty,-0.063324583,20
appear,-0.743477945,12
trinity,0.324292944,28
truck,0.278676539,19
apple,-0.382333566,13
cycling,-0.265022084,11
trent,0.17342764,24
eco,-0.144191961,71
arranged,-0.46452816,19
depending,-0.593588771,14
8th,0.257545923,12
welcomes,1.037141707,16
welfare,0.104911048,12
farm,-0.200588404,45
artforms,0.556964663,38
boards,-0.239591891,12
wit,-0.365954846,14
satire,-0.374431899,14
ie,-0.141528558,45
racial,0.633938557,36
manipulation,0.022893226,13
"



",0.62594219,11
tried,0.296580336,14
35,0.324259241,63
recognise,1.033813263,26
"

working",-0.046680791,15
critically,-0.383059916,49
shine,-0.145091278,27
brexit,-0.389597174,23
horror,-0.152952041,34
loved,-0.093848457,47
sc,-0.174904234,14
publications,0.337735054,33
intersection,0.190256744,27
interrogates,-0.144877073,11
asks,0.212622788,44
encounter,-0.121069465,30
feeling,-0.715522927,48
object,-0.782162443,30
verbal,-0.191076331,14
ideal,0.316381621,12
"centre
",-0.336173107,13
thriving,0.509409748,18
signpost,-0.359923385,16
acoustic,0.047684599,24
creations,0.172075581,32
compilation,-1.044242631,16
preservation,0.419401582,11
advantage,-0.346239184,13
sage,-0.468773583,12
compass,0.301359369,12
arrived,0.501164117,12
colours,-0.060776274,15
filmmaking,-0.816766756,11
lisa,-0.103115909,15
engine,1.077411475,15
fan,0.285350824,24
base,-0.295204287,84
we’re,0.687135466,61
abroad,0.289333824,17
tourable,-1.715675454,24
include;,0.442451498,12
performances;,1.114192426,17
joseph,-0.313660268,38
mission,0.514131924,62
healthcare,-0.307952549,29
got,0.449392763,19
lowestoft,-0.255813272,12
fortnightly,-0.360894406,18
entries,0.86501369,24
net,-0.040639107,11
interact,0.221694113,75
tapestry,0.061311744,13
extreme,0.089012225,18
tangible,-1.113424193,15
outcome,-0.082635835,45
wings,-0.160309778,12
reduced,0.343326588,21
route,-0.615790804,43
parents/carers,0.205530588,11
playful,-0.2704408,45
spin,0.522519246,13
pool,-0.424431785,40
authorities,0.999316736,14
mount,-0.237544247,19
turns,0.725620292,12
multifaceted,-0.09497253,15
newhaven,0.057182525,12
spectacular,-0.250629812,42
embedding,0.542273655,45
satellite,-0.215664899,15
communities;,0.064940985,16
filled,0.159104343,22
culminates,-1.01485302,36
notts,0.174162203,11
year’s,0.607072317,27
awards,-0.063431551,82
placements,0.797488466,36
isle,-0.277515283,19
dogs,-0.071579103,24
covered,-0.19542937,27
rebecca,0.192671787,17
covers,0.214774754,40
gala,-0.869275466,15
"participants
",0.29592384,23
principles,-0.790439243,30
em,-0.034498722,20
labels,-1.43677781,21
recognition,-0.219504647,18
"years
",-0.022625113,12
tees,0.49584474,15
dan,0.257068985,29
legend,0.342087839,12
stuart,-0.482343217,13
waiting,-0.148792776,17
rooms,0.482584716,40
wards,0.085785253,36
surroundings,0.290349473,12
illustrate,1.218172254,17
treatment,0.355590895,18
depict,0.026751887,11
roll,-0.727357936,33
sustaining,-0.067298137,24
merging,-0.183226236,19
fellow,0.093809106,22
falling,0.00988445,19
lyrical,-0.011716103,13
alice,0.61635661,28
projected,-0.994884102,42
ukrainian,-0.447887347,45
ethical,-0.190404733,20
vulnerability,-0.463845234,15
software,-0.074817723,36
mar,0.10763053,21
aug,0.052785401,35
previews,0.054564469,28
bush,-0.177940591,13
leaves,-0.297912089,19
rave,0.260738079,23
cult,0.399186513,24
q,-0.060363062,18
amy,-0.363677382,30
"will

",-0.190396816,21
offline,0.357987096,14
fact,0.178957823,29
demonstrated,0.34318851,14
conducting,0.223150933,15
examples,0.231357466,19
participant,0.285090592,99
responsibility,-0.515674175,51
sectors,0.711448357,20
account,0.043510414,22
demonstrating,0.310491951,32
must,0.839538926,43
constantly,0.65015192,12
modelling,0.668006678,11
years’,0.838817655,12
restrictions,0.139229132,35
took,0.023061038,43
zone,0.830188654,18
dying,-0.073232142,20
widespread,-0.098406467,12
inspires,-0.483825663,25
prime,-0.587060822,12
objective,-0.152750724,19
combat,-0.034523285,30
decline,1.112624518,13
shot,-0.146604599,27
match,-0.407436679,32
listening,0.443640133,76
watching,0.367526322,23
physicality,-0.488384049,12
facilitation,-0.102926612,39
experiments,0.029370976,20
prepare,-0.370138132,58
incredible,-0.352685651,20
photograph,-0.231375525,12
stunning,-0.319781349,24
‘what,-0.32310326,17
morecambe,0.508946934,18
lancaster,-0.688509844,21
stalls,0.037210699,38
lacking,-0.249309258,15
popularity,0.322829582,12
brilliant,0.727700908,26
ballet,0.359393858,39
arrangement,-0.31837711,11
timely,0.413470915,25
oldest,0.300760537,16
oversee,-1.200703175,11
revenue,-0.001519805,27
responsible,-1.034613355,24
twenty,-0.017036848,23
researcher,0.21594407,19
reflective,0.520506298,31
fields,-0.670928576,23
centrepiece,0.644547986,13
bronze,0.652596598,14
pakistani,0.275169014,13
churches,-0.358891321,30
pakistan,0.109443035,11
parades,0.234947705,14
varying,-1.030576898,21
convey,-0.328896023,15
certain,-0.091459679,19
ends,0.064119531,35
prints,0.153231326,33
pottery,0.306624888,25
platformed,-0.547564128,12
citys,-0.014722573,13
9th,-0.047503168,16
reggae,0.255624623,31
mic,0.345731303,39
intense,-0.925820168,14
agencies,-0.302335838,15
"

in",-0.500313054,29
inaccessible,-0.682351773,12
unrepresented,1.515161557,12
"professionals
",-0.161966452,14
aerial,-0.010909759,67
400,-0.033630502,23
near,-0.162499648,26
explorations,0.812716571,13
protecting,-0.492170333,12
water,0.306534327,78
freely,-0.761193539,20
collect,-0.098232555,58
animated,-0.738060189,49
choose,0.479603661,54
"

•",0.934900082,14
barking,-0.273629345,31
dagenham,0.047286388,18
unfolds,-0.572942525,13
nurseries,-0.289756762,12
journeys,0.036371779,50
trials,-0.179482176,19
investing,0.574466958,27
positions,-0.444934379,18
neighbours,-0.76038557,12
paced,-0.021459695,13
delight,-0.304946681,21
"team
",-0.297954386,23
"
after",0.48456247,12
perfs,0.554668272,22
embark,0.050241256,21
source,0.391152413,52
actual,-0.36551754,11
interview,0.188534921,79
theatre’s,-0.76459338,32
geography,-0.632551739,12
southampton,-0.14214859,24
soil,-1.3311489,13
wight,1.114335239,12
footage,0.564405524,75
farming,-0.601520119,18
docu,-0.313337047,11
noise,0.524488214,31
compositions,-0.142983388,69
reasons,0.317103291,11
combination,0.629722459,35
portrays,-0.306888397,11
religious,-0.357234261,27
news,-0.108420757,29
realities,-1.130374978,24
identifying,-0.786944483,75
polish,0.482973243,23
italy,-0.827208936,22
catch,0.049606004,12
surprise,0.24567334,11
sixth,0.328329107,14
durham,0.236704805,24
meditation,-0.348814674,14
download,-0.281626402,17
mixing,-0.470508795,43
sought,0.074699085,16
sourcing,0.258494399,12
publicly,-0.322590005,40
cockpit,-0.235953851,11
tc,-0.023567024,13
effective,-0.286814375,33
wise,-1.211905124,11
games,0.415826095,71
rugby,-0.677985594,12
hone,-0.01639639,32
mums,0.325190916,18
almost,-0.291373961,26
mothers,-0.464122763,47
baby,-0.520290087,34
jewish,0.925574633,122
courts,-0.551821173,11
square,-0.257767515,35
"
create",-0.466100698,17
prof,-0.207398321,20
essex,-0.036721607,51
left,0.245626014,45
degree,-1.077724488,19
serious,1.150255862,30
couple,0.250077638,17
acceptance,-0.347811499,28
rurally,0.405174971,14
mac,-0.566305869,23
existence,-0.090806279,12
parenting,0.446893484,13
difference,-0.779266689,32
can’t,0.861989855,18
december,-0.533477484,42
jess,0.125967578,11
appropriate,-0.937600554,46
figures,-0.50130404,45
rewrite,0.038698197,11
realised,-0.15693,34
disrupt,0.162236034,16
peoples,0.318556223,70
av,-0.311816356,33
"2023
",-0.449497089,36
wrestling,-0.180443915,12
solutions,-0.677155797,32
eclectic,-0.468600277,19
activists,-0.134874285,55
it’ll,-0.6616674,26
assault,0.0521253,22
attempts,0.771209708,14
survivor,0.075332593,28
trustees,-0.188840346,24
operational,0.821749575,11
thrilling,0.433859615,16
markets,0.032333806,25
meets,0.7737819,45
objectives,0.276904223,25
religion,0.676820054,14
gaps,-0.656871042,25
exp,0.278288664,13
charlie,-0.245927693,13
substance,0.054319158,14
37,-0.895729364,14
august,0.009573721,57
hippodrome,1.070626199,15
cope,0.71321592,13
drug,0.335972895,12
z,0.007735568,17
interwoven,0.314021928,17
edinburgh,0.206257278,36
&/or,0.46743283,29
accessed,-0.884083443,23
norms,-0.041122925,14
shaping,-0.337996143,29
fundamental,-1.105271694,18
2025,-0.712885639,14
samba,-0.552309385,12
mercury,-0.399524922,22
rhythms,0.354578276,21
"support
",0.649371689,19
nw,-0.362402441,21
cheshire,-0.070191187,18
suffered,-0.146161283,15
proof,-0.70234953,31
technological,-0.020428265,12
closed,-0.359736324,25
providers,-0.297729624,28
managing,-0.660940564,18
responsibilities,0.896225917,18
girls,-0.455438819,69
although,0.137689098,22
pavilion,0.070445559,14
official,0.540918864,13
venice,0.46925853,12
understood,-0.257690683,11
ethics,0.186804464,12
bereavement,-0.597047122,22
mindfulness,-0.248755904,23
caused,0.512338935,19
1hr,-0.381644579,20
autobiographical,0.031425084,59
perf,0.316345062,40
caroline,0.280050939,11
adapt,-0.251220137,55
32,0.746179409,19
ignite,-0.544021663,21
imaginations,0.4726155,19
q&as,0.108904361,37
formal,0.078580175,31
hosts,0.157036586,29
joint,0.654878919,26
jane,-0.274903199,17
concepts,0.002411655,41
universal,0.202080522,60
durational,-0.054484497,13
360,0.709178597,33
containing,-0.217291668,18
performs,-0.244973277,14
pantomime,0.035503379,14
festive,-0.336958563,30
equally,1.010432515,11
ruth,0.468612586,17
sutton,-0.093033907,14
lake,0.86809274,19
district,-0.060251624,46
"
by",-0.231268232,12
moore,1.056036539,16
nor,0.192087806,11
collaborator,0.146829241,25
translate,-0.389940759,11
unites,0.510761427,13
richness,-0.32093108,12
explain,0.381407251,11
imagine,0.124115839,49
15th,0.349443869,11
24th,-0.115214092,17
hertfordshire,0.373559057,14
lincolnshire,0.221060653,21
englands,-0.038236498,13
sculptural,-0.019526167,40
tutor,0.169028035,22
boys,-1.064374707,30
intelligence,-0.304859596,13
repair,0.676040964,11
mirror,-0.361496963,21
worth,0.267828989,20
seasons,0.087367268,35
packs,-0.334851401,43
considered,0.67012999,21
fm,0.108275029,20
turner,1.085512989,15
winner,1.030700462,35
strategically,0.184452406,12
honour,0.358434673,11
poetic,0.246234025,41
integral,-0.355957324,42
returns,0.790744503,11
conference,-0.490457024,68
preserve,-0.060964457,16
1wk,0.350579702,16
findings,0.129828923,57
bookings,-0.593270212,25
yarmouth,0.081612865,28
survivors,0.464641893,63
johnson,0.198122786,17
prose,-0.221265539,16
slave,-0.661512915,25
trade,0.570739778,38
manner,-0.024638152,15
42,-0.235679388,15
intern,-0.437773758,11
function,-0.22119819,19
19th,-0.31790182,31
artefacts,-0.16639627,31
welsh,-0.361995962,11
custom,0.311177154,17
displaying,-0.296400039,17
fears,0.274951958,17
acclaim,0.267369719,27
risks,-0.260299966,17
ensembles,-0.172967941,20
composing,0.451908872,23
accurately,0.089112369,14
scores,0.583246803,31
likely,-0.642804856,29
w/a,0.341343522,17
informs,0.171512777,32
pathway,0.449663232,16
camps,-0.763805678,11
estimated,0.050816068,13
ethnicity,-1.101390604,21
colleges,0.037837598,45
apply,-0.199207017,41
bar,-0.187716095,28
moves,0.748118453,24
attempt,-0.398035084,19
revolution,0.515757861,24
counter,0.080094598,12
prism,0.713368785,17
woven,0.525956644,17
excited,0.034638803,17
january,-0.748150792,43
nearby,0.114426596,15
transformed,-0.605904506,20
inherent,-0.848050114,12
aids,0.517741342,16
hospice,-0.280380068,14
"

2",0.240312536,20
user,0.822058929,25
fantasy,0.017966896,16
ross,0.053261995,12
festival’s,-0.255634654,15
weaving,0.751563941,32
tree,-0.27721039,33
upscale,-0.636751228,15
pioneer,0.770288169,19
overcoming,-0.262106566,14
drumming,1.01607864,41
pilgrimage,0.09558808,13
"
build",0.332374455,12
victorian,-0.527392446,17
classic,-0.134215832,57
computer,0.465861407,19
illustrations,-0.226623192,34
prototypes,-0.56443777,14
picture,-0.478464456,27
electric,1.010266091,22
medway,-0.566571094,26
disseminate,-0.115195782,22
immediate,-0.484603457,30
barrow,0.80085419,12
blackburn,0.009120436,14
encompassing,0.417234556,11
discovering,-1.1118148,29
horizons,-0.051732831,18
premieres,0.660147533,18
101,1.083979118,13
taster,0.634070994,41
sufficient,-0.558675746,14
ocd,-0.155348861,15
disorders,-1.107752644,11
experiment,-0.596600845,88
senior,0.305038416,29
ambassadors,-0.189785948,21
car,0.171946254,13
bell,0.084024867,11
ras,0.091478761,12
cp,-0.025785468,11
huddersfield,-0.503311379,34
alexandra,0.58691351,13
gets,-0.033720529,19
haringey,-0.560317967,21
jul,0.028884005,14
parallels,0.991492455,21
wonder,-0.581475944,24
relaunch,-0.689178254,16
appreciate,0.291061652,18
died,-0.198422577,16
lyrics,-0.443540135,30
invitation,-0.076495397,18
readership,0.087025401,14
enduring,-0.204792034,11
punjabi,0.116669469,19
sandwell,-0.015453465,13
cup,0.096115591,13
lottery,0.319256192,13
win,0.844317941,12
son,-0.089352471,37
sister,-0.547926789,25
begun,-0.430344522,18
thereby,0.15243475,11
7th,0.843706292,21
note,0.074915275,12
redevelopment,0.334481326,21
walkabout,-0.330822556,16
portray,0.223178679,22
‘22,-0.094358123,33
1x,-0.051705975,24
dec,-0.198491984,51
‘23,-0.429571712,29
tbc,0.196094167,12
twist,-0.928194398,14
storyline,-0.74518008,14
dad,0.966095002,16
taste,0.21828604,16
africa,-0.216673184,40
somali,-0.003169567,11
blood,0.805198926,13
warwick,0.470938978,17
founding,-0.257215979,14
gloucestershire,-0.666612675,22
thematic,0.263892825,24
3x,0.248507898,26
supply,-0.762613796,18
missing,-0.367210234,16
southwest,0.0086854,12
"mentoring
",0.394141679,13
springboard,-0.165844704,27
executive,-0.800721486,11
tyne,0.112804421,15
firstly,0.294255513,13
secondly,-0.212250191,11
yrs,-0.131284986,45
"comprises
",-0.229893393,15
"writing
",-1.133982519,13
adaptive,0.369218598,11
therapeutic,-1.077961771,39
"sharing
",-0.785681516,12
writings,-0.121792502,17
generally,0.234750581,11
gypsy,0.126453921,14
prompts,0.83783916,12
conducted,0.598716448,25
rig,0.428473226,16
requesting,0.748827493,11
worthing,-0.536320931,18
"shows
",0.136466311,16
unlimited,-0.081098574,17
steering,-0.112104574,31
norwich,0.065734265,85
queens,0.805605403,37
catering,1.1582169,11
accommodation,-0.667016156,17
fe,0.44398601,11
"event
",0.056861153,22
emotions,-1.060161927,43
tensions,-0.83512447,16
vocals,0.527865358,15
documenting,0.293918642,42
products,0.787865862,25
root,1.048034265,12
silk,0.184663214,20
pioneers,0.859676834,14
alone,-0.262066597,31
cc,-0.000652467,27
kathak,0.633509291,17
lighthouse,0.961507106,18
mast,0.258764115,12
forgotten,0.10090293,31
incorporated,0.29666679,17
joined,-0.261793038,35
80s,-0.914044547,16
according,-1.018683206,14
prs,-0.278613672,12
belief,0.39954821,23
dominated,-0.420440786,21
mentees,-0.00841564,11
nov,0.235607036,56
kit,-0.395425766,26
winners,-0.404928815,20
holly,0.383075054,13
nyt,0.315389494,11
embodied,-0.228982257,17
esteem,0.265707333,27
bt,-0.203500164,11
dome,0.510217175,18
metaverse,0.438780417,11
lt,-0.21967592,11
audiovisual,0.539300313,19
boost,-0.783907681,38
transferable,0.366646099,11
blueprint,0.391125387,12
alive,-1.003834699,29
joe,-0.127535942,11
finalise,0.629115079,19
contain,-0.206198718,19
merchandise,-0.048949361,11
edition,0.103482976,42
price,-0.618260692,27
lyric,0.325600674,20
w/shops,0.477494864,32
toxic,-0.309028019,29
fantastic,0.585638461,17
ldn,-0.185780132,15
funny,-0.091715781,32
hr,-0.182946514,27
1960s,0.473469598,16
torbay,-0.494203354,13
yng,-0.076214045,15
schemes,-0.608064102,22
